STT,Route name,Site1,Site2,Site3,NumberError
2979,RN149172149170,149172,149170,,10
2980,RN128051137046,128051,137046,,79
2981,RN149002149013,149002,149013,,14
2982,RN149014149015,149014,149015,,99
2983,RN149016149017,149016,149017,,39
2984,RN149018149019,149018,149019,,45
2985,RN149021149022,149021,149022,,92
2986,RN149023149024,149023,149024,,51
2987,RN149025149029,149025,149029,,62
2988,RN149030149034,149030,149034,,75
2989,RN149035149038,149035,149038,,44
2990,RN149040149045,149040,149045,,85
2991,RN149046149053,149046,149053,,83
2992,RN149055149056,149055,149056,,13
2993,RN149062149065,149062,149065,,97
2994,RN149067149068,149067,149068,,12
2995,RN149071149072,149071,149072,,26
2996,RN149074149075,149074,149075,,16
2997,RN149077149079,149077,149079,,10
2998,RN149080149081,149080,149081,,48
2999,RN149084149085,149084,149085,,55
3000,RN149089149099,149089,149099,,16
3001,RN149106149108,149106,149108,,85
3002,RN149109149110,149109,149110,,64
3003,RN149111149112,149111,149112,,74
3004,RN149113149136,149113,149136,,13
3005,RN149140149143,149140,149143,,0
3006,RN149144149145,149144,149145,,31
3007,RN149146149150,149146,149150,,17
3008,RN149152149154,149152,149154,,81
3009,RN149156149160,149156,149160,,94
3010,RN149161149163,149161,149163,,20
3011,RN149164149501,149164,149501,,27
3012,RN149194149095,149194,149095,,79
3013,RN149004149504,149004,149504,,59
3014,RN246001246002,246001,246002,,2
3015,RN246003246004,246003,246004,,33
3016,RN246005246006,246005,246006,,25
3017,RN246007246008,246007,246008,,64
3018,RN246010246011,246010,246011,,34
3019,RN246012246013,246012,246013,,19
3020,RN246014246015,246014,246015,,94
3021,RN246016246018,246016,246018,,57
3022,RN246019246020,246019,246020,,46
3023,RN246021246023,246021,246023,,60
3024,RN246024246025,246024,246025,,51
3025,RN246026246027,246026,246027,,80
3026,RN246028246029,246028,246029,,34
3027,RN246030246031,246030,246031,,27
3028,RN246032246033,246032,246033,,73
3029,RN246034246035,246034,246035,,71
3030,RN246036246037,246036,246037,,32
3031,RN246038246040,246038,246040,,92
3032,RN246041246042,246041,246042,,41
3033,RN246044246045,246044,246045,,2
3034,RN246046246047,246046,246047,,13
3035,RN246048246052,246048,246052,,49
3036,RN246053246054,246053,246054,,54
3037,RN246055246056,246055,246056,,26
3038,RN246057246058,246057,246058,,78
3039,RN246059246060,246059,246060,,46
3040,RN246061246062,246061,246062,,40
3041,RN246063246064,246063,246064,,76
3042,RN246066246067,246066,246067,,84
3043,RN246068246069,246068,246069,,38
3044,RN246070250001,246070,250001,,27
3045,RN250002250003,250002,250003,,79
3046,RN250004250005,250004,250005,,31
3047,RN250006250007,250006,250007,,67
3048,RN250008250009,250008,250009,,70
3049,RN250010250012,250010,250012,,58
3050,RN250013250014,250013,250014,,11
3051,RN250015250016,250015,250016,,53
3052,RN250017250019,250017,250019,,55
3053,RN250020250021,250020,250021,,5
3054,RN250022250023,250022,250023,,43
3055,RN250024250025,250024,250025,,57
3056,RN250026250027,250026,250027,,78
3057,RN250028250029,250028,250029,,42
3058,RN250030250031,250030,250031,,7
3059,RN250032250033,250032,250033,,59
3060,RN250034250035,250034,250035,,37
3061,RN250036250038,250036,250038,,92
3062,RN250040250041,250040,250041,,84
3063,RN250042250043,250042,250043,,60
3064,RN250044250045,250044,250045,,33
3065,RN250046250047,250046,250047,,33
3066,RN250049250050,250049,250050,,25
3067,RN250051250053,250051,250053,,28
3068,RN250054250055,250054,250055,,100
3069,RN250056250058,250056,250058,,66
3070,RN250059250061,250059,250061,,50
3071,RNRep044152001,Rep044,152001,,17
3072,RN152002152003,152002,152003,,64
3073,RN152004152005,152004,152005,,100
3074,RN152006152007,152006,152007,,24
3075,RN152008152009,152008,152009,,58
3076,RN152011152013,152011,152013,,97
3077,RN152014152015,152014,152015,,5
3078,RN152016152017,152016,152017,,74
3079,RN152018152019,152018,152019,,13
3080,RN152020152021,152020,152021,,62
3081,RN152022152024,152022,152024,,38
3082,RN152025152026,152025,152026,,7
3083,RN152027152028,152027,152028,,24
3084,RN152029152030,152029,152030,,93
3085,RN152031152032,152031,152032,,34
3086,RN152033152034,152033,152034,,58
3087,RN152035152036,152035,152036,,36
3088,RN152038152039,152038,152039,,64
3089,RN152042152043,152042,152043,,26
3090,RN152044152045,152044,152045,,93
3091,RN152047152048,152047,152048,,82
3092,RN152049152050,152049,152050,,72
3093,RN152051152052,152051,152052,,22
3094,RN152054152055,152054,152055,,98
3095,RN152056152057,152056,152057,,33
3096,RN152058152059,152058,152059,,59
3097,RN152060152061,152060,152061,,90
3098,RN152062152064,152062,152064,,69
3099,RNRep150Rep153,Rep150,Rep153,,82
3100,RNRep156Rep157,Rep156,Rep157,,5
3101,RNRep158Rep159,Rep158,Rep159,,57
3102,RNRep160339001,Rep160,339001,,95
3103,RN339002339003,339002,339003,,100
3104,RN339004339005,339004,339005,,39
3105,RN339006339007,339006,339007,,63
3106,RN339008339009,339008,339009,,28
3107,RN339010339011,339010,339011,,5
3108,RN339012339013,339012,339013,,3
3109,RN339014339015,339014,339015,,59
3110,RN339016339017,339016,339017,,13
3111,RN339018339019,339018,339019,,99
3112,RN339020339022,339020,339022,,63
3113,RN339023339024,339023,339024,,59
3114,RN339025339026,339025,339026,,58
3115,RN339027339028,339027,339028,,81
3116,RN339029339030,339029,339030,,87
3117,RN339031339032,339031,339032,,91
3118,RN339033339034,339033,339034,,59
3119,RN339035339036,339035,339036,,14
3120,RN339038339039,339038,339039,,100
3121,RN339040339041,339040,339041,,96
3122,RN339042339043,339042,339043,,68
3123,RN339044339045,339044,339045,,88
3124,RN339047339048,339047,339048,,22
3125,RN339049339050,339049,339050,,66
3126,RN339051339052,339051,339052,,14
3127,RN339053339054,339053,339054,,68
3128,RN339055339056,339055,339056,,78
3129,RN339057339059,339057,339059,,67
3130,RN339060339061,339060,339061,,64
3131,RN339062339063,339062,339063,,26
3132,RN339064339065,339064,339065,,95
3133,RN339066339067,339066,339067,,12
3134,RN339068339069,339068,339069,,44
3135,RN339070339071,339070,339071,,74
3136,RN339072339073,339072,339073,,70
3137,RN339076339082,339076,339082,,48
3138,RN339083339084,339083,339084,,17
3139,RN339085339087,339085,339087,,8
3140,RN339089339090,339089,339090,,25
3141,RN339092339095,339092,339095,,42
3142,RN339099339101,339099,339101,,98
3143,RN339102339104,339102,339104,,11
3144,RN339108339109,339108,339109,,24
3145,RN339110339113,339110,339113,,31
3146,RN339115339118,339115,339118,,34
3147,RN339120339160,339120,339160,,79
3148,RN339173339175,339173,339175,,75
3149,RN339193339198,339193,339198,,23
3150,RN339206339208,339206,339208,,20
3151,RN339210339211,339210,339211,,23
3152,RN339215339216,339215,339216,,25
3153,RN339218353001,339218,353001,,39
3154,RN353002353003,353002,353003,,57
3155,RN353004353005,353004,353005,,36
3156,RN353006353007,353006,353007,,20
3157,RN353008353009,353008,353009,,41
3158,RN353010353011,353010,353011,,10
3159,RN353012353013,353012,353013,,12
3160,RN353014353015,353014,353015,,31
3161,RN353016353017,353016,353017,,2
3162,RN353018353019,353018,353019,,19
3163,RN353020353021,353020,353021,,13
3164,RN353022353023,353022,353023,,50
3165,RN353024353025,353024,353025,,54
3166,RN353026353027,353026,353027,,90
3167,RN353028353029,353028,353029,,81
3168,RN353030353031,353030,353031,,45
3169,RN353032353033,353032,353033,,48
3170,RN353034353035,353034,353035,,93
3171,RN353036353037,353036,353037,,70
3172,RN353038353039,353038,353039,,52
3173,RN353040353041,353040,353041,,55
3174,RN353042353043,353042,353043,,98
3175,RN353044353045,353044,353045,,83
3176,RN353046353047,353046,353047,,100
3177,RN353048353049,353048,353049,,80
3178,RN353050353051,353050,353051,,84
3179,RN353052353053,353052,353053,,32
3180,RN353054353055,353054,353055,,61
3181,RN353056353057,353056,353057,,92
3182,RN353058353059,353058,353059,,38
3183,RN353060353061,353060,353061,,9
3184,RN353062353063,353062,353063,,85
3185,RN353064353065,353064,353065,,91
3186,RN353066353067,353066,353067,,39
3187,RN353068353069,353068,353069,,77
3188,RN353070353074,353070,353074,,54
3189,RN353075353076,353075,353076,,79
3190,RN353086353089,353086,353089,,36
3191,RN353091353093,353091,353093,,95
3192,RN353100353114,353100,353114,,45
3193,RN353131353139,353131,353139,,42
3194,RN353148339058,353148,339058,,92
3195,RN339078339124,339078,339124,,3
3196,RN339100104001,339100,104001,,81
3197,RN104005104006,104005,104006,,16
3198,RN104008104011,104008,104011,,67
3199,RN104012104013,104012,104013,,46
3200,RN104014104015,104014,104015,,68
3201,RN104016104017,104016,104017,,19
3202,RN104018104020,104018,104020,,93
3203,RN104021104022,104021,104022,,75
3204,RN104023104026,104023,104026,,1
3205,RN104027104029,104027,104029,,35
3206,RN104030104031,104030,104031,,76
3207,RN104032104033,104032,104033,,24
3208,RN104034104035,104034,104035,,41
3209,RN104037Rep112,104037,Rep112,,42
3210,RNRep113Rep115,Rep113,Rep115,,85
3211,RN155001155002,155001,155002,,93
3212,RN155003155004,155003,155004,,6
3213,RN155006155007,155006,155007,,98
3214,RN155009155010,155009,155010,,10
3215,RN155011155012,155011,155012,,56
3216,RN155013155014,155013,155014,,9
3217,RN155015155016,155015,155016,,28
3218,RN155017155019,155017,155019,,64
3219,RN155020155021,155020,155021,,97
3220,RN155022155023,155022,155023,,1
3221,RN155024155025,155024,155025,,96
3222,RN155026155027,155026,155027,,14
3223,RN155028155029,155028,155029,,51
3224,RN155030155031,155030,155031,,96
3225,RN155032155033,155032,155033,,53
3226,RN155034155035,155034,155035,,29
3227,RN155036155037,155036,155037,,29
3228,RN155038155039,155038,155039,,5
3229,RN155040155041,155040,155041,,26
3230,RN155042155043,155042,155043,,18
3231,RN155044155045,155044,155045,,85
3232,RN155046155047,155046,155047,,54
3233,RN155049155050,155049,155050,,22
3234,RN155051155052,155051,155052,,31
3235,RN155054155055,155054,155055,,28
3236,RN155056155057,155056,155057,,40
3237,RN155058155059,155058,155059,,49
3238,RN155060155061,155060,155061,,78
3239,RN155062155063,155062,155063,,24
3240,RN155064155065,155064,155065,,0
3241,RN155066155067,155066,155067,,53
3242,RN155068155069,155068,155069,,69
3243,RN155070155071,155070,155071,,91
3244,RN155072155073,155072,155073,,52
3245,RN155074155075,155074,155075,,33
3246,RN155076155077,155076,155077,,12
3247,RN155078155079,155078,155079,,79
3248,RN155080155081,155080,155081,,5
3249,RN155082155083,155082,155083,,62
3250,RN155091155092,155091,155092,,16
3251,RN155093155094,155093,155094,,99
3252,RN155095155096,155095,155096,,86
3253,RN155097155098,155097,155098,,56
3254,RN155099155101,155099,155101,,58
3255,RN155102155103,155102,155103,,85
3256,RN155104155105,155104,155105,,70
3257,RN155106155107,155106,155107,,45
3258,RN155108155109,155108,155109,,23
3259,RN155110155111,155110,155111,,12
3260,RN155113155114,155113,155114,,49
3261,RN155115155121,155115,155121,,30
3262,RN155123155124,155123,155124,,45
3263,RN155125155128,155125,155128,,41
3264,RN155129155130,155129,155130,,80
3265,RN155131155132,155131,155132,,11
3266,RN155134155136,155134,155136,,68
3267,RN155137155138,155137,155138,,26
3268,RN155140155501,155140,155501,,6
3269,RN155502Rep170,155502,Rep170,,52
3270,RN155100155151,155100,155151,,92
3271,RN155155256001,155155,256001,,6
3272,RN256002256003,256002,256003,,1
3273,RN256006256009,256006,256009,,37
3274,RN256011256012,256011,256012,,42
3275,RN256015256016,256015,256016,,2
3276,RN256017256024,256017,256024,,72
3277,RN256040256042,256040,256042,,78
3278,RN256047256052,256047,256052,,86
3279,RN256054256055,256054,256055,,7
3280,RN256058256060,256058,256060,,48
3281,RN256061256065,256061,256065,,89
3282,RN256066256068,256066,256068,,27
3283,RN256069256072,256069,256072,,35
3284,RN256073256079,256073,256079,,64
3285,RN256083256084,256083,256084,,13
3286,RN256085256090,256085,256090,,56
3287,RN256093256094,256093,256094,,37
3288,RN256095256096,256095,256096,,85
3289,RN256097256100,256097,256100,,11
3290,RN256101256103,256101,256103,,78
3291,RN256110256115,256110,256115,,66
3292,RN256117256118,256117,256118,,39
3293,RN256121256122,256121,256122,,22
3294,RN256123256124,256123,256124,,33
3295,RN256132256133,256132,256133,,50
3296,RN256134256138,256134,256138,,2
3297,RN256141256142,256141,256142,,13
3298,RN256145256146,256145,256146,,42
3299,RN256147256149,256147,256149,,22
3300,RN256152256154,256152,256154,,66
3301,RN256155256156,256155,256156,,45
3302,RN256157256163,256157,256163,,1
3303,RN256172256174,256172,256174,,100
3304,RN256176256177,256176,256177,,63
3305,RN256179256188,256179,256188,,17
3306,RN256193256194,256193,256194,,3
3307,RN256196256198,256196,256198,,78
3308,RN256199256201,256199,256201,,16
3309,RN256208256209,256208,256209,,77
3310,RN256210256216,256210,256216,,39
3311,RN256218256221,256218,256221,,55
3312,RN256222256240,256222,256240,,7
3313,RN256250256253,256250,256253,,68
3314,RN256254256260,256254,256260,,98
3315,RN256263256264,256263,256264,,87
3316,RN256265256274,256265,256274,,83
3317,RN256275256277,256275,256277,,67
3318,RN256282256289,256282,256289,,58
3319,RN256298256299,256298,256299,,99
3320,RN256501256502,256501,256502,,10
3321,RN256503256504,256503,256504,,9
3322,RN256505256508,256505,256508,,93
3323,RN256509Rep060,256509,Rep060,,55
3324,RN256283256022,256283,256022,,25
3325,RN256035256051,256035,256051,,83
3326,RN256063256077,256063,256077,,32
3327,RN256098256231,256098,256231,,55
3328,RN256233256004,256233,256004,,54
3329,RN256005256007,256005,256007,,83
3330,RN256010256013,256010,256013,,98
3331,RN256014256019,256014,256019,,3
3332,RN256020256023,256020,256023,,77
3333,RN256027256028,256027,256028,,10
3334,RN256029256030,256029,256030,,80
3335,RN256031256032,256031,256032,,3
3336,RN256036256039,256036,256039,,3
3337,RN256041256048,256041,256048,,75
3338,RN256050256053,256050,256053,,25
3339,RN256056256057,256056,256057,,35
3340,RN256059256062,256059,256062,,2
3341,RN256064256071,256064,256071,,100
3342,RN256074256075,256074,256075,,80
3343,RN256076256078,256076,256078,,25
3344,RN256080256081,256080,256081,,48
3345,RN256082256086,256082,256086,,85
3346,RN256087256088,256087,256088,,25
3347,RN256089256091,256089,256091,,61
3348,RN256092256099,256092,256099,,93
3349,RN256102256104,256102,256104,,12
3350,RN256105256106,256105,256106,,45
3351,RN256107256108,256107,256108,,69
3352,RN256109256111,256109,256111,,5
3353,RN256112256113,256112,256113,,58
3354,RN256114256116,256114,256116,,87
3355,RN256131256136,256131,256136,,68
3356,RN256137256139,256137,256139,,89
3357,RN256140256143,256140,256143,,44
3358,RN256144256148,256144,256148,,82
3359,RN256150256151,256150,256151,,40
3360,RN256153256158,256153,256158,,26
3361,RN256159256160,256159,256160,,74
3362,RN256161256170,256161,256170,,34
3363,RN256171256180,256171,256180,,35
3364,RN256182256183,256182,256183,,30
3365,RN256184256185,256184,256185,,24
3366,RN256186256190,256186,256190,,16
3367,RN256191256192,256191,256192,,46
3368,RN256200256207,256200,256207,,84
3369,RN256213256224,256213,256224,,22
3370,RN256225256229,256225,256229,,13
3371,RN256232256234,256232,256234,,57
3372,RN256235256236,256235,256236,,51
3373,RN256242256243,256242,256243,,59
3374,RN256244256245,256244,256245,,72
3375,RN256246256248,256246,256248,,17
3376,RN256249256251,256249,256251,,3
3377,RN256256256257,256256,256257,,71
3378,RN256259256261,256259,256261,,21
3379,RN256266256268,256266,256268,,17
3380,RN256272256273,256272,256273,,83
3381,RN256276256284,256276,256284,,46
3382,RN256286256287,256286,256287,,40
3383,RN256290256291,256290,256291,,62
3384,RN256293256295,256293,256295,,6
3385,RN256312256506,256312,256506,,74
3386,RN256507256510,256507,256510,,6
3387,RN256511256165,256511,256165,,31
3388,RN256239256262,256239,256262,,7
3389,RN256280256269,256280,256269,,51
3390,RN256206256212,256206,256212,,56
3391,RN256008256070,256008,256070,,24
3392,RN256189256270,256189,256270,,19
3393,RN256241256288,256241,256288,,63
3394,RN256300256297,256300,256297,,24
3395,RN256303256301,256303,256301,,4
3396,RN256305256306,256305,256306,,30
3397,RN122001122004,122001,122004,,8
3398,RN122005122009,122005,122009,,10
3399,RN122011122014,122011,122014,,47
3400,RN122015122016,122015,122016,,19
3401,RN122017122018,122017,122018,,16
3402,RN122019122020,122019,122020,,89
3403,RN122022122023,122022,122023,,69
3404,RN122024122025,122024,122025,,4
3405,RN122026122028,122026,122028,,38
3406,RN122029122030,122029,122030,,28
3407,RN122031122032,122031,122032,,59
3408,RN122033122035,122033,122035,,52
3409,RN122036122037,122036,122037,,29
3410,RN122038122039,122038,122039,,10
3411,RN122041122042,122041,122042,,41
3412,RNRep105Rep106,Rep105,Rep106,,51
3413,RN161001161002,161001,161002,,82
3414,RN161003161004,161003,161004,,52
3415,RN161005161006,161005,161006,,52
3416,RN161007161009,161007,161009,,58
3417,RN161010161012,161010,161012,,68
3418,RN161013161014,161013,161014,,62
3419,RN161015161016,161015,161016,,68
3420,RN161017161019,161017,161019,,47
3421,RN161020161021,161020,161021,,42
3422,RN161022161023,161022,161023,,22
3423,RN161024161025,161024,161025,,68
3424,RN161026161027,161026,161027,,98
3425,RN161028161029,161028,161029,,20
3426,RN161031161032,161031,161032,,72
3427,RN161033161034,161033,161034,,65
3428,RN161035161036,161035,161036,,84
3429,RN161037161038,161037,161038,,64
3430,RN161040161041,161040,161041,,15
3431,RN161042161043,161042,161043,,97
3432,RN161044161045,161044,161045,,56
3433,RN161046161047,161046,161047,,11
3434,RN161048161049,161048,161049,,59
3435,RN161050161052,161050,161052,,60
3436,RN161053161054,161053,161054,,34
3437,RN161055161056,161055,161056,,30
3438,RN161057161058,161057,161058,,35
3439,RN161059161060,161059,161060,,67
3440,RN161061161062,161061,161062,,88
3441,RN161063161064,161063,161064,,51
3442,RN161065161066,161065,161066,,86
3443,RN161068164019,161068,164019,,25
3444,RN307001307002,307001,307002,,11
3445,RN307003307004,307003,307004,,14
3446,RN307005307006,307005,307006,,31
3447,RN307007307008,307007,307008,,68
3448,RN307009307010,307009,307010,,6
3449,RN307011307012,307011,307012,,52
3450,RN307013307014,307013,307014,,32
3451,RN307015307016,307015,307016,,51
3452,RN307017307018,307017,307018,,85
3453,RN307019307020,307019,307020,,94
3454,RN307021307022,307021,307022,,87
3455,RN307023307024,307023,307024,,21
3456,RN307025307026,307025,307026,,31
3457,RN307027307028,307027,307028,,94
3458,RN307029307030,307029,307030,,47
3459,RN307031307032,307031,307032,,14
3460,RN307033307034,307033,307034,,58
3461,RN307035307036,307035,307036,,66
3462,RN307037307038,307037,307038,,74
3463,RN307039307040,307039,307040,,76
3464,RN307041307042,307041,307042,,96
3465,RN307043307044,307043,307044,,27
3466,RN307045307046,307045,307046,,74
3467,RN307047307048,307047,307048,,86
3468,RN307049307050,307049,307050,,2
3469,RN307051307052,307051,307052,,17
3470,RN307053307054,307053,307054,,22
3471,RN307056307058,307056,307058,,18
3472,RN307059307062,307059,307062,,9
3473,RN307064307065,307064,307065,,7
3474,RN307066307067,307066,307067,,9
3475,RN307068307069,307068,307069,,47
3476,RN307071307076,307071,307076,,44
3477,RN307080307084,307080,307084,,52
3478,RN307086307099,307086,307099,,58
3479,RN307106307116,307106,307116,,96
3480,RN360001360002,360001,360002,,45
3481,RN360003360004,360003,360004,,89
3482,RN360005360006,360005,360006,,27
3483,RN360007360008,360007,360008,,31
3484,RN360009360010,360009,360010,,55
3485,RN360011360012,360011,360012,,60
3486,RN360013360014,360013,360014,,35
3487,RN360015360016,360015,360016,,91
3488,RN360017360019,360017,360019,,62
3489,RN360020360021,360020,360021,,32
3490,RN360022360023,360022,360023,,12
3491,RN360024360025,360024,360025,,25
3492,RN360026360027,360026,360027,,70
3493,RN360028360029,360028,360029,,23
3494,RN360030360031,360030,360031,,79
3495,RN360032360033,360032,360033,,67
3496,RN360034360035,360034,360035,,0
3497,RN360036360037,360036,360037,,21
3498,RN360038360039,360038,360039,,88
3499,RN360040360041,360040,360041,,73
3500,RN360042360043,360042,360043,,86
3501,RN360044360045,360044,360045,,25
3502,RN360046360047,360046,360047,,26
3503,RN360048360049,360048,360049,,65
3504,RN360050360051,360050,360051,,65
3505,RN360053360056,360053,360056,,100
3506,RN360058360074,360058,360074,,56
3507,RN360075360076,360075,360076,,11
3508,RN360078360081,360078,360081,,81
3509,RN360082360083,360082,360083,,95
3510,RN360085360086,360085,360086,,90
3511,RN360087360089,360087,360089,,69
3512,RN360090360097,360090,360097,,77
3513,RN360098360099,360098,360099,,36
3514,RN360101360103,360101,360103,,100
3515,RN360105360107,360105,360107,,46
3516,RN360108360110,360108,360110,,28
3517,RN360111360131,360111,360131,,77
3518,RN360149362001,360149,362001,,66
3519,RN362002362003,362002,362003,,41
3520,RN362004362005,362004,362005,,12
3521,RN362006362007,362006,362007,,18
3522,RN362008362009,362008,362009,,46
3523,RN362010362011,362010,362011,,25
3524,RN362012362013,362012,362013,,52
3525,RN362014362015,362014,362015,,47
3526,RN362016362017,362016,362017,,81
3527,RN362018362019,362018,362019,,16
3528,RN362020362021,362020,362021,,62
3529,RN362022362023,362022,362023,,25
3530,RN362024362025,362024,362025,,18
3531,RN362026362027,362026,362027,,36
3532,RN362028362029,362028,362029,,5
3533,RN362030362031,362030,362031,,43
3534,RN362032362033,362032,362033,,84
3535,RN362034362035,362034,362035,,31
3536,RN362036362037,362036,362037,,76
3537,RN362038362039,362038,362039,,84
3538,RN362040362041,362040,362041,,46
3539,RN362042362043,362042,362043,,96
3540,RN362044362045,362044,362045,,44
3541,RN362046362047,362046,362047,,61
3542,RN362048362049,362048,362049,,81
3543,RN362050362051,362050,362051,,9
3544,RN362052362053,362052,362053,,24
3545,RN362054362055,362054,362055,,2
3546,RN362056362057,362056,362057,,37
3547,RN362058362059,362058,362059,,69
3548,RN362060362061,362060,362061,,0
3549,RN362062362064,362062,362064,,93
3550,RN362065362066,362065,362066,,57
3551,RN362068362070,362068,362070,,29
3552,RN362071362072,362071,362072,,89
3553,RN362074362075,362074,362075,,58
3554,RN362077362081,362077,362081,,91
3555,RN362087362088,362087,362088,,65
3556,RN362095362102362102,362095,362102,362102,56
